x, y
0.07323026851098455, 0.2593548387096774
0.10984540276647682, 0.36774193548387096
0.15052888527257935, 0.5264516129032258
0.20341741253051263, 0.6580645161290323
0.23596419853539463, 0.7896774193548387
0.28885272579332794, 0.9329032258064516
0.3336045565500407, 1.095483870967742
0.37835638730675347, 1.2425806451612904
0.4109031733116355, 1.409032258064516
0.45158665581773805, 1.5367741935483872
0.4963384865744508, 1.68
0.5532953620829943, 1.7883870967741935
0.5736371033360456, 1.92
0.6143205858421481, 2.0516129032258066
0.6468673718470301, 2.167741935483871
0.6875508543531327, 2.264516129032258
0.7119609438567942, 2.392258064516129
0.7485760781122864, 2.5006451612903224
0.7811228641171685, 2.6283870967741936
0.8177379983726607, 2.7096774193548385
0.8299430431244915, 2.8103225806451615
0.8665581773799838, 2.8838709677419354
0.9113100081366965, 3.023225806451613
0.935720097640358, 3.1238709677419356
0.9560618388934093, 3.1974193548387095
0.9845402766476811, 3.2748387096774194
1.0252237591537836, 3.158709677419355
1.045565500406835, 3.07741935483871
1.061838893409276, 2.965161290322581
1.0903173311635477, 2.8451612903225807
1.110659072416599, 2.7483870967741937
1.1635475996745321, 2.609032258064516
1.1960943856794142, 2.4890322580645163
1.2327095199349065, 2.3806451612903228
1.2652563059397886, 2.287741935483871
1.3100081366965013, 2.1948387096774193
1.371033360455655, 2.0632258064516127
1.4361269324654191, 1.9432258064516128
1.545972335231896, 1.7690322580645161
1.6192026037428804, 1.68
1.7005695687550855, 1.590967741935484
1.851098454027665, 1.4438709677419355
1.7615947925142392, 1.5174193548387096
1.9406021155410904, 1.3703225806451613
2.026037428803906, 1.3006451612903225
2.1155410903173313, 1.238709677419355
1.4849471114727422, 1.8580645161290323
2.2050447518307568, 1.1883870967741936
2.2986167615947926, 1.1303225806451613
2.400325467860049, 1.08
2.514239218877136, 1.0258064516129033
2.644426362896664, 0.9793548387096774
2.7461350691619204, 0.9483870967741935
2.868185516680228, 0.8980645161290323
2.9820992676973153, 0.8554838709677419
3.1204231082180636, 0.8206451612903226
3.2628152969894226, 0.7819354838709678
3.3970707892595606, 0.7509677419354839
3.531326281529699, 0.7238709677419355
3.657445077298617, 0.6967741935483871
3.803905614320586, 0.6619354838709678
3.966639544344996, 0.6464516129032258
4.100895036615134, 0.6232258064516129
4.243287225386493, 0.5961290322580645
4.393816110659072, 0.5767741935483871
4.548413344182262, 0.5612903225806452
4.694873881204232, 0.5419354838709678
4.816924328722539, 0.5264516129032258
4.898291293734744, 0.5148387096774194
4.991863303498779, 0.5032258064516129
